CustomerID,cluster,Customer_Segment,Days_Since_Last_Purchase,Total_Transactions,Total_Spend,Recommendation,Rec1_Description,Rec2_Description,Rec3_Description
14241.0,1,At Risk Customers,183,1,213.70000000000002,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14247.0,1,At Risk Customers,278,1,136.76999999999998,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14250.0,1,At Risk Customers,7,3,1904.05,Send personalized re-engagement emails with offers,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN,WHITE HANGING HEART T-LIGHT HOLDER
14256.0,1,At Risk Customers,254,3,935.0600000000001,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14259.0,1,At Risk Customers,141,1,120.0,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14261.0,1,At Risk Customers,50,2,1163.45,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOURS SILK FAN,WHITE HANGING HEART T-LIGHT HOLDER
14264.0,1,At Risk Customers,154,3,319.47,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14271.0,1,At Risk Customers,225,1,112.32,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14276.0,1,At Risk Customers,88,5,1019.39,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14280.0,1,At Risk Customers,196,1,134.04,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14285.0,1,At Risk Customers,21,4,1910.01,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14287.0,1,At Risk Customers,8,4,156.23000000000002,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14295.0,1,At Risk Customers,40,2,157.70000000000002,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14301.0,1,At Risk Customers,107,2,632.04,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14304.0,1,At Risk Customers,222,2,197.1,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14314.0,1,At Risk Customers,106,1,120.0,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14317.0,1,At Risk Customers,64,1,508.58000000000004,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14335.0,1,At Risk Customers,16,2,454.86,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14338.0,1,At Risk Customers,158,4,554.22,Send personalized re-engagement emails with offers,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN,WHITE HANGING HEART T-LIGHT HOLDER
14340.0,1,At Risk Customers,218,1,134.7,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14342.0,1,At Risk Customers,21,6,608.71,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOURS SILK FAN,WHITE HANGING HEART T-LIGHT HOLDER
14346.0,1,At Risk Customers,120,2,1021.58,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,WHITE HANGING HEART T-LIGHT HOLDER
14348.0,1,At Risk Customers,260,1,409.57,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14350.0,1,At Risk Customers,270,2,258.7,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14353.0,1,At Risk Customers,215,1,90.6,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14355.0,1,At Risk Customers,365,1,174.4,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14357.0,1,At Risk Customers,43,1,225.12,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14362.0,1,At Risk Customers,22,1,151.5,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14371.0,1,At Risk Customers,295,1,100.5,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14373.0,1,At Risk Customers,358,1,76.55,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14382.0,1,At Risk Customers,26,1,615.49,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14383.0,1,At Risk Customers,38,3,1247.69,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOURS SILK FAN,WHITE HANGING HEART T-LIGHT HOLDER
14393.0,1,At Risk Customers,218,1,67.95,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14404.0,1,At Risk Customers,33,7,1409.72,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14406.0,1,At Risk Customers,119,1,156.75,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14413.0,1,At Risk Customers,362,1,121.05,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14416.0,1,At Risk Customers,22,2,490.22,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOURS SILK FAN,WHITE HANGING HEART T-LIGHT HOLDER
14420.0,1,At Risk Customers,85,2,385.87,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14421.0,1,At Risk Customers,57,2,813.11,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,WHITE HANGING HEART T-LIGHT HOLDER
14423.0,1,At Risk Customers,218,1,265.2,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14427.0,1,At Risk Customers,50,2,363.34000000000003,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOURS SILK FAN,WHITE HANGING HEART T-LIGHT HOLDER
14428.0,1,At Risk Customers,7,7,1209.3700000000001,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOURS SILK FAN,JUMBO BAG RED RETROSPOT
14431.0,1,At Risk Customers,298,2,423.26,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14436.0,1,At Risk Customers,98,1,89.06,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14437.0,1,At Risk Customers,365,1,63.0,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14438.0,1,At Risk Customers,306,1,131.9,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14440.0,1,At Risk Customers,8,5,2357.6800000000003,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOURS SILK FAN,JUMBO BAG RED RETROSPOT
14446.0,1,At Risk Customers,0,4,1005.55,Send personalized re-engagement emails with offers,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN,POPART WOODEN PENCILS ASST
14447.0,1,At Risk Customers,18,5,1163.23,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14448.0,1,At Risk Customers,9,2,375.35,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14449.0,1,At Risk Customers,18,4,885.8,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOURS SILK FAN,WHITE HANGING HEART T-LIGHT HOLDER
14450.0,1,At Risk Customers,180,3,483.25,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,WHITE HANGING HEART T-LIGHT HOLDER
14453.0,1,At Risk Customers,190,1,119.93,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,WHITE HANGING HEART T-LIGHT HOLDER
14465.0,1,At Risk Customers,246,3,1038.44,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14466.0,1,At Risk Customers,29,7,2272.4,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14470.0,1,At Risk Customers,11,2,461.19,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOURS SILK FAN,WHITE HANGING HEART T-LIGHT HOLDER
14472.0,1,At Risk Customers,103,8,1852.67,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOURS SILK FAN,JUMBO BAG RED RETROSPOT
14475.0,1,At Risk Customers,71,6,799.82,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14476.0,1,At Risk Customers,257,1,193.0,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14477.0,1,At Risk Customers,19,5,1307.81,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14479.0,1,At Risk Customers,253,2,316.25,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14483.0,1,At Risk Customers,149,2,129.2,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14484.0,1,At Risk Customers,50,1,321.92,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOURS SILK FAN,WHITE HANGING HEART T-LIGHT HOLDER
14487.0,1,At Risk Customers,26,7,1152.73,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14491.0,1,At Risk Customers,175,2,340.93,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14495.0,1,At Risk Customers,50,2,123.8,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14497.0,1,At Risk Customers,301,2,457.47,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14498.0,1,At Risk Customers,42,5,1957.32,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOURS SILK FAN,WHITE HANGING HEART T-LIGHT HOLDER
14499.0,1,At Risk Customers,26,3,808.44,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14500.0,1,At Risk Customers,88,3,356.85,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14501.0,1,At Risk Customers,64,3,190.31,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOURS SILK FAN,WHITE HANGING HEART T-LIGHT HOLDER
14504.0,1,At Risk Customers,47,4,673.26,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOURS SILK FAN,JUMBO BAG RED RETROSPOT
14508.0,1,At Risk Customers,22,2,268.05,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14512.0,1,At Risk Customers,187,2,275.28,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14514.0,1,At Risk Customers,61,3,990.2,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14517.0,1,At Risk Customers,33,2,330.45,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14518.0,1,At Risk Customers,64,1,174.37,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOURS SILK FAN,WHITE HANGING HEART T-LIGHT HOLDER
14522.0,1,At Risk Customers,24,4,974.54,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14524.0,1,At Risk Customers,31,9,1843.83,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14532.0,1,At Risk Customers,236,4,932.85,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14533.0,1,At Risk Customers,24,9,1812.6200000000001,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14536.0,1,At Risk Customers,259,1,170.95,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14537.0,1,At Risk Customers,57,1,355.56,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14538.0,1,At Risk Customers,64,2,388.25,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14539.0,1,At Risk Customers,15,2,537.48,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14540.0,1,At Risk Customers,9,3,952.66,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14541.0,1,At Risk Customers,58,8,1453.35,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14551.0,1,At Risk Customers,18,2,186.23,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14553.0,1,At Risk Customers,19,5,859.27,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14555.0,1,At Risk Customers,57,2,312.54,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14557.0,1,At Risk Customers,64,2,0.0,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14561.0,1,At Risk Customers,75,3,1080.76,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14566.0,1,At Risk Customers,110,1,1432.0,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14567.0,1,At Risk Customers,35,3,1524.46,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14569.0,1,At Risk Customers,1,1,227.39,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14570.0,1,At Risk Customers,280,2,217.21,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14577.0,1,At Risk Customers,12,4,859.71,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14582.0,1,At Risk Customers,40,1,114.11,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14584.0,1,At Risk Customers,169,5,1020.06,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOURS SILK FAN,JUMBO BAG RED RETROSPOT
14585.0,1,At Risk Customers,50,1,157.05,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14589.0,1,At Risk Customers,371,1,39.75,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14592.0,1,At Risk Customers,35,3,557.94,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14593.0,1,At Risk Customers,21,3,617.15,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14595.0,1,At Risk Customers,19,6,1740.6,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOURS SILK FAN,JUMBO BAG RED RETROSPOT
14603.0,1,At Risk Customers,274,1,660.0,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,WHITE HANGING HEART T-LIGHT HOLDER
14608.0,1,At Risk Customers,4,4,1785.15,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14619.0,1,At Risk Customers,239,2,379.51,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14629.0,1,At Risk Customers,4,3,935.46,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14633.0,1,At Risk Customers,266,1,344.90000000000003,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14638.0,1,At Risk Customers,50,1,443.6,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOURS SILK FAN,WHITE HANGING HEART T-LIGHT HOLDER
14641.0,1,At Risk Customers,21,1,110.46,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14647.0,1,At Risk Customers,201,1,236.04000000000002,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14651.0,1,At Risk Customers,67,2,653.75,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOURS SILK FAN,JUMBO BAG RED RETROSPOT
14652.0,1,At Risk Customers,77,1,114.18,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14655.0,1,At Risk Customers,3,5,1930.15,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14656.0,1,At Risk Customers,169,2,291.05,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14658.0,1,At Risk Customers,5,2,247.15,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14661.0,1,At Risk Customers,26,1,107.95,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14662.0,1,At Risk Customers,28,4,741.37,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14664.0,1,At Risk Customers,19,2,636.24,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14670.0,1,At Risk Customers,280,2,392.86,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14672.0,1,At Risk Customers,234,2,765.55,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14681.0,1,At Risk Customers,71,3,498.95,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14682.0,1,At Risk Customers,187,2,52.0,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14684.0,1,At Risk Customers,25,5,1201.51,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,JUMBO BAG RED RETROSPOT
14687.0,1,At Risk Customers,106,1,628.38,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14689.0,1,At Risk Customers,208,1,112.8,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
14691.0,1,At Risk Customers,30,5,2114.33,Send personalized re-engagement emails with offers,WORLD WAR 2 GLIDERS ASSTD DESIGNS,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN
